Item Description,GTIN,Pack Type,Price,UOM,Category
Bar Blueberry Vanilla Cashew,00602652180392,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Brkfst Almond Butter,00602652419355,6/1.76 oz,$5.75,BX,Miscellaneous Snack
Bar Brkfst Almond Butter,00602652419355,5/6/1.76 oz,$28.13,CS,Miscellaneous Snack
Bar Brkfst Blueberry Oat 4CT,10705599018401,12/7.05 oz,$54.58,CS,Granola Bars
Bar Brkfst Cinnamon   Apple 4c,10705599018449,12/7.05 oz,$54.58,CS,Granola Bars
Bar Brkfst Drk Choc PenutButer,10850011623425,12/12/1.8 oz,$249.44,CS,Granola Bars
Bar Brownie Batter Protein,30850075778486,12/12/1.94 oz,$325.76/$27.15,CS/BX,Snacks
Bar Brownie Crunch,00753656701547,10/2.1 oz,$19.97,BX,Miscellaneous Snack
Bar Brownie Crunch,00753656701547,12/10/2.1 oz,$234.51/$19.54,CS/BX,Miscellaneous Snack
Bar Buddy 3ct Value Line FOA,00072250001113,12/8/3 oz,$67.07/$5.59,CS/BX,Pastry
Bar Builders Choc Pnut Butter,00722252602411,12/2.4 oz,$21.93,BX,Miscellaneous Snack
Bar Builders Choc Pnut Butter,00722252602411,12/12/2.4 oz,$257.54/$21.46,CS/BX,Miscellaneous Snack
Bar Builders Chocolate,00722252602428,12/2.4 oz,$21.93,BX,Miscellaneous Snack
Bar Builders Chocolate,00722252602428,12/12/2.4 oz,$257.54/$21.46,CS/BX,Miscellaneous Snack
Bar Builders Chocolate Mint,00722252602442,12/2.4 oz,$21.93,BX,Miscellaneous Snack
Bar Builders Chocolate Mint,00722252602442,12/12/2.4 oz,$257.54/$21.46,CS/BX,Miscellaneous Snack
Bar Builders Cookie Cream,00722252602404,12/12/2.4 oz,$257.54/$21.46,CS/BX,Miscellaneous Snack
Bar Builders Vanilla Almond,00722252602459,12/2.4 oz,$21.93,BX,Miscellaneous Snack
Bar Builders Vanilla Almond,00722252602459,12/12/2.4 oz,$257.54,CS,Miscellaneous Snack
Bar Caramel Almond   Sea Salt,00602652185335,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Caramel Almond   Sea Salt,00602652185335,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Caramel Almond   Sea Slt,00602652429644,6/10/.74 oz,$51.66/$8.61,CS/BX,Granola Bars
Bar Caramel Almond SSalt Mini,00602652279607,8/10/.7 oz,$63.01/$7.88,CS/BX,Miscellaneous Snack
Bar Caramel Milk 2 Bite,10990484200584,6/20/1.2 oz,$125.52,CS,Bag Candy
Bar Caramel Milk 2 Bite,10990484200607,120/1.2 oz,$125.52,CS,Bag Candy
Bar Caramello Premium Large,10034000040961,14/4 oz,$38.84,CS,Big Block/King Size
Bar Caramello Standard RTL,20034000026412,20/18/1.6 oz,$470.68/$23.53,CS/BX,Singles-Chocolate
Bar Cashew Cherry Chocolate,00602652418914,3/20/.74 oz,$51.66/$17.22,CS/BX,Miscellaneous Snack
Bar Cashew Coconut,00811452030589,6/12/1 oz,$92.10/$15.35,CS/BX,Snacks
Bar Cashew Cookie,00021908418735,4/16/1.7 oz,$94.76/$23.69,CS/BX,Granola Bars
Bar Cashew Cookie,00021908418735,16/1.7 oz,$24.56,BX,Granola Bars
Bar Cereal Cinn Toast Crunch,10016000455761,96/1.42 oz,$41.66,CS,Granola Bars
