Item Description,UOM,Seq,Pack Type,Price,Last Inventory Qty,Inv Count,Total Price
CLEANER GRL QUICKCLEAN PCKT,EA,30,40/3.2 OZ,$1.03,0.00 EA,0.00 EA,$0.00
CLEANER DEGRSR HGH TMP GRL RTU,CS,31,30/3.6OZ,$42.67,0.00 CS,1.00 CS,$42.67
CLEANER DEGRSR HGH TMP GRL RTU,EA,31,30/3.6OZ,$1.42,0.00 EA,0.00 EA,$0.00
ENTREE LASAGNA MEAT,CS,1,4/6 LB,$87.28,0.00 CS,0.00 CS,$0.00
ENTREE LASAGNA MEAT,EA,1,4/6 LB,$21.82,0.00 EA,0.00 EA,$0.00
DANISH ASST IW,CS,2,24/3.25OZ,$29.16,0.00 CS,0.00 CS,$0.00
DANISH ASST IW,EA,2,24/3.25OZ,$1.22,0.00 EA,0.00 EA,$0.00
PRETZEL SOFT BAKED KINGSIZE,CS,3,50/5 OZ,$27.46,0.25 CS,1.00 CS,$27.46
PRETZEL SOFT BAKED KINGSIZE,EA,3,50/5 OZ,$0.55,0.00 EA,0.00 EA,$0.00
DOUGH DANISH MINI SELECTION,CS,4,120/1.5 OZ,$49.16,0.00 CS,0.00 CS,$0.00
DOUGH DANISH MINI SELECTION,EA,4,120/1.5 OZ,$0.41,0.00 EA,0.00 EA,$0.00
BAGEL PLAIN,CS,5,12/6CT,$28.43,0.00 CS,0.00 CS,$0.00
BAGEL PLAIN,EA,5,12/6CT,$2.37,0.00 EA,0.00 EA,$0.00
MUFFIN BLUEBERRY WG RF IW,CS,6,72/2 OZ,$33.26,0.00 CS,0.00 CS,$0.00
MUFFIN BLUEBERRY WG RF IW,EA,6,72/2 OZ,$0.46,0.00 EA,0.00 EA,$0.00
MUFFIN BANANA IW DEL ESS,CS,7,72/2 OZ,$31.84,0.00 CS,0.00 CS,$0.00
MUFFIN BANANA IW DEL ESS,EA,7,72/2 OZ,$0.44,0.00 EA,0.00 EA,$0.00
MUFFIN ENGLISH PLAIN FKSPLT,CS,8,72/2 OZ,$23.47,3.00 CS,4.00 CS,$93.88
MUFFIN ENGLISH PLAIN FKSPLT,EA,8,72/2 OZ,$0.33,0.00 EA,0.00 EA,$0.00
BREAD FLAT OVAL 12 X 5,CS,9,48/4.8OZ,$50.85,0.00 CS,0.00 CS,$0.00
BREAD FLAT OVAL 12 X 5,EA,9,48/4.8OZ,$1.06,0.00 EA,0.00 EA,$0.00
POTATO FRY STR 3/8 XL,CS,10,6/5 LB,$52.33,1.00 CS,1.00 CS,$52.33
POTATO FRY STR 3/8 XL,EA,10,6/5 LB,$8.72,0.00 EA,0.00 EA,$0.00
ROLL DINNER ASST PBKD,CS,11,96/1.5 OZ,$43.72,0.00 CS,0.00 CS,$0.00
ROLL DINNER ASST PBKD,EA,11,96/1.5 OZ,$0.46,0.00 EA,0.00 EA,$0.00
POTATO FRY WDG SKON 8CUT SPCY,CS,12,6/5 LB,$40.36,0.00 CS,0.00 CS,$0.00
POTATO FRY WDG SKON 8CUT SPCY,EA,12,6/5 LB,$6.73,0.00 EA,0.00 EA,$0.00
CROISSANT BUTTER CRVD LG BKD,CS,13,48/3 OZ,$63.06,12.50 CS,12.00 CS,$756.72
CROISSANT BUTTER CRVD LG BKD,EA,13,48/3 OZ,$1.31,0.00 EA,0.00 EA,$0.00
BREAD REGSLICE WHOLE WHEAT T&S,CS,14,16/23.8OZ,$56.62,2.00 CS,2.00 CS,$113.24
BREAD REGSLICE WHOLE WHEAT T&S,EA,14,16/23.8OZ,$3.54,0.00 EA,0.00 EA,$0.00
BUN HMBRGR CHALLAH 4IN,CS,15,1/60 CT,$31.75,13.00 CS,4.50 CS,$142.88
BUN HMBRGR CHALLAH 4IN,EA,15,1/60 CT,$31.75,0.00 EA,0.00 EA,$0.00
BUN HAMBURGER MINI YEL SLMR3IN,CS,16,8/24 CT,$50.55,0.00 CS,1.00 CS,$50.55
BUN HAMBURGER MINI YEL SLMR3IN,EA,16,8/24 CT,$6.32,0.00 EA,0.00 EA,$0.00
BREAD SANDWICH WHT,CS,17,16/675 GR,$58.26,3.00 CS,2.50 CS,$145.65
BREAD SANDWICH WHT,EA,17,16/675 GR,$3.64,0.00 EA,0.00 EA,$0.00
BISCUIT BTRMLK GOLDN E-Z SPLIT,CS,18,75/2.85OZ,$35.36,0.00 CS,0.00 CS,$0.00
BISCUIT BTRMLK GOLDN E-Z SPLIT,EA,18,75/2.85OZ,$0.47,0.00 EA,0.00 EA,$0.00
BREAD TOAST TEXAS 3/4 SLI,CS,19,10/25.6OZ,$39.75,0.00 CS,1.00 CS,$39.75
BREAD TOAST TEXAS 3/4 SLI,EA,19,10/25.6OZ,$3.98,0.00 EA,0.00 EA,$0.00
BREAD GARLIC TOAST SLI BULK,CS,20,120/1.4 OZ,$46.76,6.00 CS,6.00 CS,$280.56
BREAD GARLIC TOAST SLI BULK,EA,20,120/1.4 OZ,$0.39,0.00 EA,0.00 EA,$0.00
BUN HOT DOG,CS,21,8/12 CT,$26.03,4.00 CS,2.00 CS,$52.06
BUN HOT DOG,EA,21,8/12 CT,$3.25,0.00 EA,0.00 EA,$0.00
BREAD BAGUETTE FRCH,CS,22,14/16 OZ,$36.73,0.00 CS,0.00 CS,$0.00
BREAD BAGUETTE FRCH,EA,22,14/16 OZ,$2.62,0.00 EA,0.00 EA,$0.00
BREAD PITA FLAT 7,CS,23,12/10 CT,$43.41,0.00 CS,0.00 CS,$0.00
BREAD PITA FLAT 7,EA,23,12/10 CT,$3.62,0.00 EA,0.00 EA,$0.00
BREAD CIABATTA SNDWCH 4X6,CS,24,8/8CT,$58.07,0.00 CS,0.00 CS,$0.00
BREAD CIABATTA SNDWCH 4X6,EA,24,8/8CT,$7.26,0.00 EA,0.00 EA,$0.00
POTATO FRY CHIP ORIG,CS,25,6/4LB,$46.51,0.00 CS,0.00 CS,$0.00
POTATO FRY CHIP ORIG,EA,25,6/4LB,$7.75,0.00 EA,0.00 EA,$0.00
BEEF BRISKET BNLS WHL UNTRIM,CS,26,4/10#UP,$4.91,0.00 CS,0.00 CS,$0.00
CHILI CON CARNE FRZN,CS,27,6/5LB,$67.68,0.00 CS,0.00 CS,$0.00
CHILI CON CARNE FRZN,EA,27,6/5LB,$11.28,0.00 EA,0.00 EA,$0.00
POTATO MASHED SWEET,CS,28,4/6 LB,$37.15,0.00 CS,0.00 CS,$0.00
POTATO MASHED SWEET,EA,28,4/6 LB,$9.29,0.00 EA,0.00 EA,$0.00
POTATO FRY SWEET 5/16,CS,29,6/2.5 LB,$33.34,0.00 CS,0.00 CS,$0.00
POTATO FRY SWEET 5/16,EA,29,6/2.5 LB,$5.56,0.00 EA,0.00 EA,$0.00
POTATO H/BRN IQF LOOSE SHRED,CS,30,6/3LB,$24.21,5.50 CS,5.50 CS,$133.16
POTATO H/BRN IQF LOOSE SHRED,EA,30,6/3LB,$4.04,0.00 EA,0.00 EA,$0.00
POTATO WEDGE SEASONED 8CUT,CS,31,6/5 LB,$47.29,5.00 CS,4.00 CS,$189.16
POTATO WEDGE SEASONED 8CUT,EA,31,6/5 LB,$7.88,0.00 EA,0.00 EA,$0.00
POTATO HASHBROWN SKIN ON DICE,CS,32,6/6LB,$63.61,4.00 CS,3.25 CS,$206.73
POTATO HASHBROWN SKIN ON DICE,EA,32,6/6LB,$10.60,0.00 EA,0.00 EA,$0.00
POTATO HASH BRN TRIANG 2OZ,CS,33,6/5LB,$47.88,6.50 CS,6.00 CS,$287.28
POTATO HASH BRN TRIANG 2OZ,EA,33,6/5LB,$7.98,0.00 EA,0.00 EA,$0.00
BACON LAYFLAT APL GHP 14/17 GF,CS,34,1/15 LB,$83.96,0.00 CS,0.00 CS,$0.00
BACON LAYFLAT APL GHP 14/17 GF,EA,34,1/15 LB,$83.96,0.00 EA,0.00 EA,$0.00
POTATO TATER TOT VERSITOT,CS,35,6/5LB,$47.54,7.00 CS,6.25 CS,$297.12
POTATO TATER TOT VERSITOT,EA,35,6/5LB,$7.92,0.00 EA,0.00 EA,$0.00
POTATO SWEET TATER PUFF,CS,36,6/2.5 LB,$40.01,12.00 CS,12.00 CS,$480.12
POTATO SWEET TATER PUFF,EA,36,6/2.5 LB,$6.67,0.00 EA,0.00 EA,$0.00
BREAD FLAT OVAL 13 X 5,CS,37,36/3.7 OZ,$28.03,0.00 CS,0.00 CS,$0.00
BREAD FLAT OVAL 13 X 5,EA,37,36/3.7 OZ,$0.78,0.00 EA,0.00 EA,$0.00
BAGEL PLAIN 3 OZ,CS,38,12/6 CT,$25.55,0.00 CS,0.00 CS,$0.00
BAGEL PLAIN 3 OZ,EA,38,12/6 CT,$2.13,0.00 EA,0.00 EA,$0.00
TOAST FRENCH STICK WG 108PCS,CS,39,2/5LB,$26.73,0.00 CS,0.00 CS,$0.00
TOAST FRENCH STICK WG 108PCS,EA,39,2/5LB,$13.37,0.00 EA,0.00 EA,$0.00
CORNBREAD BKD CUT 12X16,CS,40,4/64 OZ,$56.09,9.00 CS,7.25 CS,$406.65
CORNBREAD BKD CUT 12X16,EA,40,4/64 OZ,$14.02,0.00 EA,0.00 EA,$0.00
MUFFIN ENGLISH PLAIN FRKSPLT,CS,41,48/3 OZ,$24.91,0.00 CS,0.00 CS,$0.00
MUFFIN ENGLISH PLAIN FRKSPLT,EA,41,48/3 OZ,$0.52,0.00 EA,0.00 EA,$0.00
BREAD PANINI SLI 1\2 IN,CS,42,6/38.89Z,$45.61,8.00 CS,8.00 CS,$364.88
BREAD PANINI SLI 1\2 IN,EA,42,6/38.89Z,$7.60,0.00 EA,0.00 EA,$0.00
BUN HOAGIE SUB ROLL,CS,43,10/6 CT,$29.45,2.00 CS,0.00 CS,$0.00
BUN HOAGIE SUB ROLL,EA,43,10/6 CT,$2.94,0.00 EA,0.00 EA,$0.00
POTATO FRY SPICY SPIRAL,CS,44,6/4 LB,$44.87,7.00 CS,7.00 CS,$314.09
POTATO FRY SPICY SPIRAL,EA,44,6/4 LB,$7.48,0.00 EA,0.00 EA,$0.00
BUN SANDWICH ONION WHT 4,CS,45,96/4 OZ,$64.16,0.00 CS,0.00 CS,$0.00
BUN SANDWICH ONION WHT 4,EA,45,96/4 OZ,$0.67,0.00 EA,0.00 EA,$0.00
DOUGH CROISSANT MINI STR BTR,CS,46,200/1 OZ,$71.06,0.00 CS,0.00 CS,$0.00
DOUGH CROISSANT MINI STR BTR,EA,46,200/1 OZ,$0.36,0.00 EA,0.00 EA,$0.00
PANCAKE BUTTERMILK 4,CS,47,12/12 CT,$30.06,5.00 CS,8.00 CS,$240.48
PANCAKE BUTTERMILK 4,EA,47,12/12 CT,$2.50,0.00 EA,0.00 EA,$0.00
BACON LAYFLAT PRCK,CS,48,2/150SLI,$38.25,26.00 CS,15.00 CS,$573.75
BACON LAYFLAT PRCK,EA,48,2/150SLI,$19.13,0.00 EA,0.00 EA,$0.00
BACON PRECOOKED BACON1 18/22,CS,49,1/288 CT,$114.95,0.00 CS,0.00 CS,$0.00
BACON PRECOOKED BACON1 18/22,EA,49,1/288 CT,$115.00,0.00 EA,0.00 EA,$0.00
BACON TURKEY LAYFLT,CS,50,2/6 LB,$43.61,4.00 CS,4.00 CS,$174.44
BACON TURKEY LAYFLT,EA,50,2/6 LB,$21.81,1.00 EA,1.00 EA,$21.81
BAGEL ASSORTED PARBK,CS,51,12/6CT,$35.96,0.00 CS,0.00 CS,$0.00
BAGEL ASSORTED PARBK,EA,51,12/6CT,$3.00,0.00 EA,0.00 EA,$0.00
BREAD BUN FOLDED BAO,CS,52,20/10CT,$71.79,1.00 CS,1.00 CS,$71.79
BREAD BUN FOLDED BAO,EA,52,20/10CT,$3.59,0.00 EA,0.00 EA,$0.00
FRANK ALL BEEF 6X1 6 IN,CS,53,1/10 LB,$49.82,17.00 CS,17.00 CS,$846.94
FRANK ALL BEEF 6X1 6 IN,EA,53,1/10 LB,$49.82,0.00 EA,0.00 EA,$0.00
KOLACHE SAUSAGE CHEESE ROLL,CS,54,60/4 OZ,$84.92,4.00 CS,2.50 CS,$212.30
KOLACHE SAUSAGE CHEESE ROLL,EA,54,60/4 OZ,$1.42,0.00 EA,0.00 EA,$0.00
KOLACHE SAUSAGE ROLL,CS,55,60/4 OZ,$84.92,4.00 CS,2.00 CS,$169.84
KOLACHE SAUSAGE ROLL,EA,55,60/4 OZ,$1.42,0.00 EA,0.00 EA,$0.00
SAUSAGE CHICKEN LNK BKFST TIME,CS,56,7/1.43LB,$55.02,7.00 CS,6.00 CS,$330.12
SAUSAGE CHICKEN LNK BKFST TIME,EA,56,7/1.43LB,$7.86,0.00 EA,0.00 EA,$0.00
SAUSAGE PORK PATTY,CS,57,96/2OZ,$47.74,0.00 CS,0.00 CS,$0.00
SAUSAGE PORK PATTY,EA,57,96/2OZ,$0.50,0.00 EA,0.00 EA,$0.00
TURKEY SAUSAGE LINK RAW,CS,58,160/1 OZ,$39.95,0.00 CS,0.00 CS,$0.00
TURKEY SAUSAGE LINK RAW,EA,58,160/1 OZ,$0.25,0.00 EA,0.00 EA,$0.00
TURKEY SAUSAGE PTY RAW,CS,59,128/1.5 OZ,$47.26,6.00 CS,10.00 CS,$472.60
TURKEY SAUSAGE PTY RAW,EA,59,128/1.5 OZ,$0.37,0.00 EA,0.00 EA,$0.00
BACON LAYOUT HCK SMK 18/22 GHP,CS,60,1/15 LB,$76.61,24.00 CS,20.00 CS,"$1,532.20"
BACON LAYOUT HCK SMK 18/22 GHP,EA,60,1/15 LB,$76.61,0.00 EA,0.00 EA,$0.00
BACON TOPPING FULLY CKD,CS,61,2/5 LB,$59.28,4.00 CS,5.00 CS,$296.40
BACON TOPPING FULLY CKD,EA,61,2/5 LB,$29.64,0.00 EA,0.00 EA,$0.00
POTATO CHIP NAT FRY 1/10 IN,CS,62,6/5 LB,$56.43,12.00 CS,8.00 CS,$451.44
POTATO CHIP NAT FRY 1/10 IN,EA,62,6/5 LB,$9.40,0.00 EA,0.00 EA,$0.00
SAUSAGE PORK PTY W/H,CS,63,96/2 OZ,$55.95,9.00 CS,7.00 CS,$391.65
SAUSAGE PORK PTY W/H,EA,63,96/2 OZ,$0.58,0.00 EA,0.00 EA,$0.00
TOAST FRENCH STK WHL GRAIN,CS,64,12/2LB,$59.34,2.00 CS,2.00 CS,$118.68
TOAST FRENCH STK WHL GRAIN,EA,64,12/2LB,$4.94,0.00 EA,0.00 EA,$0.00
BRATWURST 4X1 ORIGINAL NC RAW,CS,65,6/2.5 LB,$64.98,9.00 CS,9.00 CS,$584.82
BRATWURST 4X1 ORIGINAL NC RAW,EA,65,6/2.5 LB,$10.83,0.00 EA,0.00 EA,$0.00
WAFFLE BELGIAN,CS,66,72/2.4 OZ,$44.22,2.00 CS,1.00 CS,$44.22
WAFFLE BELGIAN,EA,66,72/2.4 OZ,$0.61,0.00 EA,0.00 EA,$0.00
POTATO HASH BRN GLDN PTY,CS,67,120/63 G,$30.39,0.00 CS,0.00 CS,$0.00
POTATO HASH BRN GLDN PTY,EA,67,120/63 G,$0.25,0.00 EA,0.00 EA,$0.00
SAUSAGE SMKD MPLE BIAS CUT Z,CS,68,2/5 LB,$53.01,2.00 CS,2.00 CS,$106.02
SAUSAGE SMKD MPLE BIAS CUT Z,EA,68,2/5 LB,$26.51,0.00 EA,0.00 EA,$0.00
BISCUIT BKD SOUTHERN STYLE,CS,69,120/2 OZ,$44.12,0.00 CS,0.00 CS,$0.00
BISCUIT BKD SOUTHERN STYLE,EA,69,120/2 OZ,$0.37,0.00 EA,0.00 EA,$0.00
BREAD BAGUETTE FRCH PARBAK,CS,70,22/10.7OZ,$41.52,0.00 CS,0.00 CS,$0.00
BREAD BAGUETTE FRCH PARBAK,EA,70,22/10.7OZ,$1.89,0.00 EA,0.00 EA,$0.00
BREAD PITA GYRO PRE-OILED 7,CS,71,12/10 CT,$32.33,2.00 CS,1.00 CS,$32.33
BREAD PITA GYRO PRE-OILED 7,EA,71,12/10 CT,$2.69,0.00 EA,0.00 EA,$0.00
BREAD RYE SWIRLED,CS,72,6/32 OZ,$33.63,2.50 CS,2.50 CS,$84.08
BREAD RYE SWIRLED,EA,72,6/32 OZ,$5.60,0.00 EA,0.00 EA,$0.00
POTATO SWEET RSTD W/MAPLE SEAS,CS,73,6/2.5 LB,$44.04,4.00 CS,4.00 CS,$176.16
POTATO SWEET RSTD W/MAPLE SEAS,EA,73,6/2.5 LB,$7.34,0.00 EA,0.00 EA,$0.00
DOUGH BISCUIT SOTHRN E-Z SPLIT,CS,74,168/3.17OZ,$66.85,16.00 CS,11.00 CS,$735.35
DOUGH BISCUIT SOTHRN E-Z SPLIT,EA,74,168/3.17OZ,$0.40,0.00 EA,0.00 EA,$0.00
DOUGH SCONE ASST CHOC/CINN/BB,CS,75,96/3.75OZ,$99.28,9.00 CS,7.00 CS,$694.96
DOUGH SCONE ASST CHOC/CINN/BB,EA,75,96/3.75OZ,$1.03,0.00 EA,0.00 EA,$0.00
HAM DICED .25 IN CUBE,CS,76,2/5 LB,$32.49,5.00 CS,3.00 CS,$97.47
HAM DICED .25 IN CUBE,EA,76,2/5 LB,$16.25,0.00 EA,0.00 EA,$0.00
SAUSAGE CHICKEN APL SMKD CKD,CS,77,1/12.3LB,$75.02,3.00 CS,2.00 CS,$150.04
SAUSAGE CHICKEN APL SMKD CKD,EA,77,1/12.3LB,$75.02,0.00 EA,0.00 EA,$0.00
DOUGH BISCUIT SOUTHERN STYLE,CS,78,120/4.5 OZ,$65.85,4.00 CS,4.00 CS,$263.40
DOUGH BISCUIT SOUTHERN STYLE,EA,78,120/4.5 OZ,$0.55,0.00 EA,0.00 EA,$0.00
BREAD BRIOCHE SLICED LOAF,CS,79,12/1 EA,$66.79,2.00 CS,2.00 CS,$133.58
BREAD BRIOCHE SLICED LOAF,EA,79,12/1 EA,$5.57,0.00 EA,0.00 EA,$0.00
ROLL GARLIC KNOTS BAKED,CS,80,192/1.3 OZ,$84.23,2.00 CS,3.00 CS,$252.69
ROLL GARLIC KNOTS BAKED,EA,80,192/1.3 OZ,$0.44,0.00 EA,0.00 EA,$0.00
BREAD BUN BRIOCHE SLI 4 IN,CS,81,90/2.57OZ,$57.63,0.00 CS,0.00 CS,$0.00
BREAD BUN BRIOCHE SLI 4 IN,EA,81,90/2.57OZ,$0.64,0.00 EA,0.00 EA,$0.00
ROLL DINNER FRCH,CS,82,96/1.5 OZ,$38.21,0.00 CS,2.00 CS,$76.42
ROLL DINNER FRCH,EA,82,96/1.5 OZ,$0.40,0.00 EA,0.00 EA,$0.00
BREAD LOAF SORDGH COUNTRY WHT,CS,83,5/46.4OZ,$33.70,2.00 CS,2.00 CS,$67.40
BREAD LOAF SORDGH COUNTRY WHT,EA,83,5/46.4OZ,$6.74,0.00 EA,0.00 EA,$0.00
BAGEL ASST PL/SS/O/BL/CR,CS,84,72/4 OZ,$39.83,0.00 CS,1.50 CS,$59.74
BAGEL ASST PL/SS/O/BL/CR,EA,84,72/4 OZ,$0.55,0.00 EA,0.00 EA,$0.00
BREAKFAST FRENCH TOAST MINICHO,CS,85,72/3.03OZ,$47.53,0.00 CS,3.00 CS,$142.59
BREAKFAST FRENCH TOAST MINICHO,EA,85,72/3.03OZ,$0.66,0.00 EA,0.00 EA,$0.00
TOAST FRENCH MINI TRIX,CS,86,72/2.64OZ,$50.58,0.00 CS,1.00 CS,$50.58
TOAST FRENCH MINI TRIX,EA,86,72/2.64OZ,$0.70,0.00 EA,0.00 EA,$0.00
KETCHUP FANCY POUCH DISPENSER,CS,1,2/1.5GAL,$40.36,0.00 CS,0.00 CS,$0.00
KETCHUP FANCY POUCH DISPENSER,EA,1,2/1.5GAL,$20.18,0.00 EA,0.00 EA,$0.00
MUSTARD YELLOW POUCH DISP,CS,2,2/1.5 GA,$33.85,0.00 CS,0.00 CS,$0.00
MUSTARD YELLOW POUCH DISP,EA,2,2/1.5 GA,$16.93,0.00 EA,0.00 EA,$0.00
SAUCE WING BUFFALO RTU,CS,3,4/1 GAL,$56.06,0.00 CS,0.00 CS,$0.00
SAUCE WING BUFFALO RTU,EA,3,4/1 GAL,$14.02,0.00 EA,0.00 EA,$0.00
PECAN HALF MED FCY RAW,CS,4,1/5 LB,$61.78,0.00 CS,0.00 CS,$0.00
PECAN HALF MED FCY RAW,EA,4,1/5 LB,$61.78,0.00 EA,0.00 EA,$0.00
CONTAINER MINERAL 8.5X8.5 3CPT,CS,5,2/73 CT,$39.18,0.00 CS,0.00 CS,$0.00
CONTAINER MINERAL 8.5X8.5 3CPT,EA,5,2/73 CT,$19.59,0.00 EA,0.00 EA,$0.00
LINER REPRO 40X46 1.5 ML BLK,CS,6,100/40-45G,$43.87,0.00 CS,0.00 CS,$0.00
LINER REPRO 40X46 1.5 ML BLK,EA,6,100/40-45G,$0.44,0.00 EA,0.00 EA,$0.00
PLATE ROUND 1 CMPNT FIBER 9,CS,7,1/500 CT,$85.97,0.00 CS,0.00 CS,$0.00
PLATE ROUND 1 CMPNT FIBER 9,EA,7,1/500 CT,$85.97,0.00 EA,0.00 EA,$0.00
PLATE ROUND 1 CMPNT FIBER 6,CS,8,1/1000CT,$74.03,0.00 CS,0.00 CS,$0.00
PLATE ROUND 1 CMPNT FIBER 6,EA,8,1/1000CT,$74.03,0.00 EA,0.00 EA,$0.00
SPOON PLAS SERV BLK,CS,9,144/CT,$33.60,0.00 CS,0.00 CS,$0.00
SPOON PLAS SERV BLK,EA,9,144/CT,$0.23,0.00 EA,0.00 EA,$0.00
TONG PLAS 9 BLK SNAP N SERVE,CS,10,1/36 CT,$42.71,0.00 CS,0.00 CS,$0.00
TONG PLAS 9 BLK SNAP N SERVE,EA,10,1/36 CT,$42.71,0.00 EA,0.00 EA,$0.00
STRAWBERRY WHL IQF,CS,1,2/5LB,$29.41,0.00 CS,0.00 CS,$0.00
STRAWBERRY WHL IQF,EA,1,2/5LB,$14.71,0.00 EA,0.00 EA,$0.00
PINEAPPLE CHUNK IQF FRZN,CS,2,2/5,$28.92,0.00 CS,0.00 CS,$0.00
PINEAPPLE CHUNK IQF FRZN,EA,2,2/5,$14.46,0.00 EA,0.00 EA,$0.00
MANGO CHUNK IQF,CS,3,1/20LB,$67.03,0.00 CS,0.00 CS,$0.00
MANGO CHUNK IQF,EA,3,1/20LB,$67.03,0.00 EA,0.00 EA,$0.00
BLUEBERRY IQF,CS,4,2/5 LB,$38.19,0.00 CS,0.00 CS,$0.00
BLUEBERRY IQF,EA,4,2/5 LB,$19.10,0.00 EA,0.00 EA,$0.00
BANANA SLICE IQF CHEF RDY CUT,CS,5,2/5 LB,$20.63,0.00 CS,0.00 CS,$0.00
BANANA SLICE IQF CHEF RDY CUT,EA,5,2/5 LB,$10.32,0.00 EA,0.00 EA,$0.00
PORK RIB ST. LOUIS 2.75# DN,CS,6,1/30#AVG,$3.15,0.00 CS,0.00 CS,$0.00
SAUCE ALFREDO,CS,7,4/5LB,$55.94,0.00 CS,0.00 CS,$0.00
SAUCE ALFREDO,EA,7,4/5LB,$13.99,0.00 EA,0.00 EA,$0.00
ROLL CINNAMON T&S,CS,8,24/6 OZ,$33.99,0.00 CS,0.00 CS,$0.00
ROLL CINNAMON T&S,EA,8,24/6 OZ,$1.42,0.00 EA,0.00 EA,$0.00
SAUSAGE POLISH ROPE KIELB,CS,9,1/20 LB,$97.83,0.00 CS,0.00 CS,$0.00
SAUSAGE POLISH ROPE KIELB,EA,9,1/20 LB,$97.83,0.00 EA,0.00 EA,$0.00
GUACAMOLE WESTERN,CS,10,6/3 LB,$72.85,0.00 CS,0.00 CS,$0.00
GUACAMOLE WESTERN,EA,10,6/3 LB,$12.14,0.00 EA,0.00 EA,$0.00
BACON LAYOUT HCK SMK 18/22 GHP,CS,11,1/15 LB,$76.61,0.00 CS,0.00 CS,$0.00
BACON LAYOUT HCK SMK 18/22 GHP,EA,11,1/15 LB,$76.61,0.00 EA,0.00 EA,$0.00
SHRIMP WHT RAW 16-20CT,CS,12,5/2 LB,$82.54,0.00 CS,0.00 CS,$0.00
SHRIMP WHT RAW 16-20CT,EA,12,5/2 LB,$16.51,0.00 EA,0.00 EA,$0.00
NOODLE YAKISOBA,CS,13,6/5 LB,$61.65,0.00 CS,0.00 CS,$0.00
NOODLE YAKISOBA,EA,13,6/5 LB,$10.28,0.00 EA,0.00 EA,$0.00
MEATBALL ITAL BF PK FC 1 OZ,CS,14,2/5 LB,$62.80,0.00 CS,0.00 CS,$0.00
MEATBALL ITAL BF PK FC 1 OZ,EA,14,2/5 LB,$31.40,0.00 EA,0.00 EA,$0.00
SAUSAGE CHICKEN APL SMKD CKD,CS,15,1/12.3LB,$75.02,0.00 CS,0.00 CS,$0.00
SAUSAGE CHICKEN APL SMKD CKD,EA,15,1/12.3LB,$75.02,0.00 EA,0.00 EA,$0.00
BREAD PANINI MULTIGRN SUNFLOWR,CS,16,6/35.3OZ,$50.05,0.00 CS,0.00 CS,$0.00
BREAD PANINI MULTIGRN SUNFLOWR,EA,16,6/35.3OZ,$8.34,0.00 EA,0.00 EA,$0.00
PORK CHOP B/I C/C 4 OZ SEAS,CS,17,40/4 OZ,$46.34,0.00 CS,0.00 CS,$0.00
PORK CHOP B/I C/C 4 OZ SEAS,EA,17,40/4 OZ,$1.16,0.00 EA,0.00 EA,$0.00
SOUP BROCCOLI CHEESE,CS,18,4/8 LB,$78.07,0.00 CS,0.00 CS,$0.00
SOUP BROCCOLI CHEESE,EA,18,4/8 LB,$19.52,0.00 EA,0.00 EA,$0.00
MUFFIN ENGLISH PLAIN FKSPLT,CS,19,72/2 OZ,$23.47,0.00 CS,0.00 CS,$0.00
MUFFIN ENGLISH PLAIN FKSPLT,EA,19,72/2 OZ,$0.33,0.00 EA,0.00 EA,$0.00
POTATO CHIP NAT FRY 1/10 IN,CS,20,6/5 LB,$56.43,0.00 CS,0.00 CS,$0.00
POTATO CHIP NAT FRY 1/10 IN,EA,20,6/5 LB,$9.40,0.00 EA,0.00 EA,$0.00
CHICKEN WING STINGER PRCKD 1&2,CS,21,3/5 LB,$59.75,0.00 CS,0.00 CS,$0.00
CHICKEN WING STINGER PRCKD 1&2,EA,21,3/5 LB,$19.92,0.00 EA,0.00 EA,$0.00
BACON LAYFLAT PRCK,CS,22,2/150SLI,$38.25,0.00 CS,0.00 CS,$0.00
BACON LAYFLAT PRCK,EA,22,2/150SLI,$19.13,0.00 EA,0.00 EA,$0.00
OKRA CUT GR A IQF,CS,23,1/30 LB,$50.99,0.00 CS,0.00 CS,$0.00
OKRA CUT GR A IQF,EA,23,1/30 LB,$50.99,0.00 EA,0.00 EA,$0.00
CHICKEN THIGH BNLS/SKLS RAW,CS,24,4/10 LB,$137.28,0.00 CS,0.00 CS,$0.00
CHICKEN THIGH BNLS/SKLS RAW,EA,24,4/10 LB,$34.32,0.00 EA,0.00 EA,$0.00
TURKEY BRST SMK SLICE,CS,25,12/1LBS,$70.89,0.00 CS,0.00 CS,$0.00
TURKEY BRST SMK SLICE,EA,25,12/1LBS,$5.91,0.00 EA,0.00 EA,$0.00
POTATO FRY SPICY SPIRAL,CS,26,6/4 LB,$44.87,0.00 CS,0.00 CS,$0.00
POTATO FRY SPICY SPIRAL,EA,26,6/4 LB,$7.48,0.00 EA,0.00 EA,$0.00
BUN HAMBURGER MINI YEL SLMR3IN,CS,27,8/24 CT,$50.55,0.00 CS,0.00 CS,$0.00
BUN HAMBURGER MINI YEL SLMR3IN,EA,27,8/24 CT,$6.32,0.00 EA,0.00 EA,$0.00
TURKEY DICED WHITE IQF 3/8,CS,28,2/5 LB,$33.53,0.00 CS,0.00 CS,$0.00
TURKEY DICED WHITE IQF 3/8,EA,28,2/5 LB,$16.77,0.00 EA,0.00 EA,$0.00
