Item Description,UOM,Seq,Pack Type,Price,Last Inventory Qty,Inv Count,Total Price
MUSHROOM SLICED          10 LB,EA,79,10 LB,$30.20,0.00 EA,0.00 EA,$0.00
ORANGE                   88 CT,CS,80,88 CT,$42.50,7.00 CS,5.00 CS,$212.50
ORANGE                   88 CT,EA,80,88 CT,$42.50,0.00 EA,0.00 EA,$0.00
PARSNIP                  20 LB,CS,81,20 LB,$42.20,0.00 CS,0.00 CS,$0.00
PARSNIP                  20 LB,EA,81,20 LB,$42.20,0.00 EA,0.00 EA,$0.00
PEPPER JALAPENO           5 LB,EA,82,5 LB,$12.12,0.00 EA,0.00 EA,$0.00
PEPPER JALAPENO           5 LB,EA,82,5 LB,$12.12,0.00 EA,0.00 EA,$0.00
POTATO YUKON GOLD A  50 LB CTN,CS,83,50 LB CTN,$33.20,3.00 CS,3.00 CS,$99.60
POTATO YUKON GOLD A  50 LB CTN,EA,83,50 LB CTN,$33.20,0.00 EA,0.00 EA,$0.00
RASPBERRY DRISCOLL       12 CT,CS,84,12 CT,$35.20,3.00 CS,3.00 CS,$105.60
RASPBERRY DRISCOLL       12 CT,EA,84,12 CT,$35.20,0.00 EA,0.00 EA,$0.00
TOMATO SLICED 1/8       4X5 LB,CS,85,4X5 LB,$79.20,0.00 CS,0.00 CS,$0.00
TOMATO SLICED 1/8       4X5 LB,EA,85,4X5 LB,$79.20,0.00 EA,0.00 EA,$0.00
LETTUCE ROMAINE BABY GREE 2 LB,CS,86,2 LB,$24.20,1.00 CS,1.00 CS,$24.20
LETTUCE ROMAINE BABY GREE 2 LB,EA,86,2 LB,$24.20,0.00 EA,0.00 EA,$0.00
CANTALOUPE DICED 1X1    4X5 LB,CS,87,4X5 LB,$66.30,0.00 CS,0.00 CS,$0.00
CANTALOUPE DICED 1X1    4X5 LB,EA,87,4X5 LB,$66.30,0.00 EA,0.00 EA,$0.00
LETTUCE ROMAINE BABY RED  2 LB,CS,88,2 LB,$24.20,2.00 CS,2.00 CS,$48.40
LETTUCE ROMAINE BABY RED  2 LB,EA,88,2 LB,$24.20,0.00 EA,0.00 EA,$0.00
LEEKS                    12 CT,CS,89,12 CT,$35.20,2.00 CS,1.00 CS,$35.20
LEEKS                    12 CT,EA,89,12 CT,$35.20,0.00 EA,0.00 EA,$0.00
FIGS BLACK FRESH          CASE,CS,90,CASE,$64.20,0.00 CS,0.00 CS,$0.00
FIGS BLACK FRESH          CASE,EA,90,CASE,$64.20,0.00 EA,0.00 EA,$0.00
PARSLEY CURLY            60 CT,CS,91,60 CT,$32.20,0.00 CS,0.00 CS,$0.00
PARSLEY CURLY            60 CT,EA,91,60 CT,$32.20,0.00 EA,0.00 EA,$0.00
GINGER ROOT               5 LB,EA,92,5 LB,$10.43,0.00 EA,1.00 EA,$10.43
GINGER ROOT               5 LB,EA,92,5 LB,$10.43,0.00 EA,0.00 EA,$0.00
TOMATO ROMA               5 LB,EA,93,5 LB,$12.80,0.00 EA,0.00 EA,$0.00
TOMATO ROMA               5 LB,EA,93,5 LB,$12.80,0.00 EA,0.00 EA,$0.00
ARUGULA BABY B&W          3 LB,CS,94,3 LB,$22.15,1.00 CS,0.00 CS,$0.00
ARUGULA BABY B&W          3 LB,EA,94,3 LB,$22.15,0.00 EA,0.00 EA,$0.00
CHIVES                    1 LB,CS,95,1 LB,$21.70,1.00 CS,0.00 CS,$0.00
CHIVES                    1 LB,EA,95,1 LB,$21.70,0.00 EA,0.00 EA,$0.00
MINT                      1 LB,CS,96,1 LB,$16.95,0.00 CS,0.00 CS,$0.00
MINT                      1 LB,EA,96,1 LB,$16.95,0.00 EA,0.00 EA,$0.00
OREGANO FRESH             1 LB,CS,97,1 LB,$18.95,0.00 CS,0.00 CS,$0.00
OREGANO FRESH             1 LB,EA,97,1 LB,$18.95,0.00 EA,0.00 EA,$0.00
CABBAGE GREEN             5 LB,EA,98,5 LB,$6.43,0.00 EA,0.00 EA,$0.00
CABBAGE GREEN             5 LB,EA,98,5 LB,$6.43,0.00 EA,0.00 EA,$0.00
DILL                      1 LB,CS,99,1 LB,$17.20,1.00 CS,0.00 CS,$0.00
DILL                      1 LB,EA,99,1 LB,$17.20,0.00 EA,0.00 EA,$0.00
CARROT BABY BULK         25 LB,CS,100,25 LB,$30.70,0.00 CS,0.00 CS,$0.00
CARROT BABY BULK         25 LB,EA,100,25 LB,$30.70,0.00 EA,0.00 EA,$0.00
LETTUCE GREEN LEAF FILET 10 LB,CS,101,10 LB,$27.61,5.00 CS,0.00 CS,$0.00
LETTUCE GREEN LEAF FILET 10 LB,EA,101,10 LB,$27.61,0.00 EA,0.00 EA,$0.00
CHEESE SWISS SLI .5 OZ,CS,1,8/1.25LB,$40.15,1.00 CS,0.00 CS,$0.00
CHEESE SWISS SLI .5 OZ,EA,1,8/1.25LB,$5.02,0.00 EA,0.00 EA,$0.00
YOGURT BLUBRY LF PARFAITPRO,CS,2,6/64 OZ,$38.08,2.00 CS,2.00 CS,$76.16
YOGURT BLUBRY LF PARFAITPRO,EA,2,6/64 OZ,$6.35,0.00 EA,0.00 EA,$0.00
CHEESE SPREAD LOAF PAST PROC,CS,3,6/5LB,$106.38,5.50 CS,4.00 CS,$425.52
CHEESE SPREAD LOAF PAST PROC,EA,3,6/5LB,$17.73,0.00 EA,0.00 EA,$0.00
CHEESE RICOTTA WHL MLK CLS,CS,4,4/5 LB,$39.44,0.00 CS,0.00 CS,$0.00
CHEESE RICOTTA WHL MLK CLS,EA,4,4/5 LB,$9.86,8.00 EA,0.00 EA,$0.00
MILK OAT ORIGINAL ESL,CS,5,6/59 OZ,$23.88,1.00 CS,1.00 CS,$23.88
MILK OAT ORIGINAL ESL,EA,5,6/59 OZ,$3.98,0.00 EA,0.00 EA,$0.00
CREAMER HALF & HALF UHT,CS,6,12/1QT,$43.07,1.00 CS,1.00 CS,$43.07
CREAMER HALF & HALF UHT,EA,6,12/1QT,$3.59,7.00 EA,7.00 EA,$25.12
EGG HARDCOOKED & PLD PLLW PK,CS,7,12/12 CT,$46.73,5.00 CS,3.00 CS,$140.19
EGG HARDCOOKED & PLD PLLW PK,EA,7,12/12 CT,$3.89,0.00 EA,0.00 EA,$0.00
CHEESE PROVOLONE SLI 8/20OZ,CS,8,8/1.25LB,$30.83,5.00 CS,4.00 CS,$123.32
CHEESE PROVOLONE SLI 8/20OZ,EA,8,8/1.25LB,$3.85,20.00 EA,28.00 EA,$107.91
CHEESE AMERICAN SWISS SLI 160,CS,9,4/5 LB,$50.34,2.00 CS,2.00 CS,$100.68
CHEESE AMERICAN SWISS SLI 160,EA,9,4/5 LB,$12.59,9.00 EA,9.00 EA,$113.31
BUTTER CUP USDA AA,CS,10,720/5 GM,$32.77,1.00 CS,0.50 CS,$16.39
BUTTER CUP USDA AA,EA,10,720/5 GM,$0.05,0.00 EA,0.00 EA,$0.00
CREAM SOUR PURE GR A,CS,11,4/5LB,$28.48,0.00 CS,0.00 CS,$0.00
CREAM SOUR PURE GR A,EA,11,4/5LB,$7.12,11.00 EA,10.00 EA,$71.20
MILK SOY ORIG ASEPTIC,CS,12,12/32 OZ,$29.70,0.00 CS,0.00 CS,$0.00
MILK SOY ORIG ASEPTIC,EA,12,12/32 OZ,$2.48,0.00 EA,0.00 EA,$0.00
CHEESE SPREAD PIMENTO,CS,13,2/5 LB,$48.68,3.00 CS,3.00 CS,$146.04
CHEESE SPREAD PIMENTO,EA,13,2/5 LB,$24.34,0.00 EA,0.00 EA,$0.00
BUTTER BALL .25 OZ SALTED  BAG,CS,14,3/3 LB,$52.47,6.00 CS,6.00 CS,$314.82
BUTTER BALL .25 OZ SALTED  BAG,EA,14,3/3 LB,$17.49,0.00 EA,0.00 EA,$0.00
CHEESE SWISS LOAF ALPINE RF,CS,15,1/14#AVG,$4.65,0.00 CS,0.00 CS,$0.00
MILK WHL NON HOMOGENIZED,CS,16,4/1 GAL,$27.13,0.00 CS,0.00 CS,$0.00
MILK WHL NON HOMOGENIZED,EA,16,4/1 GAL,$6.78,0.00 EA,0.00 EA,$0.00
CHEESE CREAM ORIG LOAF,CS,17,6/3LB,$80.22,2.00 CS,1.00 CS,$80.22
CHEESE CREAM ORIG LOAF,EA,17,6/3LB,$13.37,2.00 EA,5.00 EA,$66.85
CHEESE CHEDDAR JACK FEAT SHRD,CS,18,4/5 LB,$50.78,2.00 CS,0.00 CS,$0.00
CHEESE CHEDDAR JACK FEAT SHRD,EA,18,4/5 LB,$12.70,0.00 EA,0.00 EA,$0.00
YOGURT VANILLA PARFAIT POUCH,CS,19,6/4 LB,$38.08,4.75 CS,3.00 CS,$114.24
YOGURT VANILLA PARFAIT POUCH,EA,19,6/4 LB,$6.35,0.00 EA,0.00 EA,$0.00
YOGURT STRAWBERRY PARFAIT POUC,CS,20,6/4 LB,$38.08,0.00 CS,1.50 CS,$57.12
YOGURT STRAWBERRY PARFAIT POUC,EA,20,6/4 LB,$6.35,0.00 EA,0.00 EA,$0.00
BUTTER SOLID UNSLTD USDA AA,CS,21,36/1LB,$93.42,0.00 CS,0.00 CS,$0.00
BUTTER SOLID UNSLTD USDA AA,EA,21,36/1LB,$2.60,0.00 EA,0.00 EA,$0.00
CHEESE CREAM STRAWBERRY SPREAD,CS,22,100/1 OZ,$42.01,4.00 CS,3.25 CS,$136.53
CHEESE CREAM STRAWBERRY SPREAD,EA,22,100/1 OZ,$0.42,0.00 EA,0.00 EA,$0.00
EGG SHELL LG PASTREURIZED CF,CS,23,1/15 DZ,$84.50,10.00 CS,9.00 CS,$760.50
EGG SHELL LG PASTREURIZED CF,EA,23,1/15 DZ,$84.50,0.00 EA,0.00 EA,$0.00
CHEESE GOAT LOG-PLAIN,CS,24,12/10.5OZ,$52.06,3.00 CS,3.00 CS,$156.18
CHEESE GOAT LOG-PLAIN,EA,24,12/10.5OZ,$4.34,19.00 EA,19.00 EA,$82.42
CREAMER COFFEE FRCH VAN ND,CS,25,288/13ML,$23.47,1.75 CS,0.00 CS,$0.00
CREAMER COFFEE FRCH VAN ND,EA,25,288/13ML,$0.08,0.00 EA,0.00 EA,$0.00
CHEESE PARM FANCY SHRED,CS,26,6/2 LB,$67.29,0.00 CS,0.00 CS,$0.00
CHEESE PARM FANCY SHRED,EA,26,6/2 LB,$11.22,0.00 EA,0.00 EA,$0.00
CHEESE MOZZ LMPS FEA SHRD,CS,27,4/5 LB,$50.80,1.00 CS,0.50 CS,$25.40
CHEESE MOZZ LMPS FEA SHRD,EA,27,4/5 LB,$12.70,0.00 EA,0.00 EA,$0.00
CHEESE PEPPER JACK SLI .75 OZ,CS,28,6/1.5 LB,$27.62,2.00 CS,0.00 CS,$0.00
CHEESE PEPPER JACK SLI .75 OZ,EA,28,6/1.5 LB,$4.60,0.00 EA,10.00 EA,$46.03
CHEESE FETA CRUMBLE,CS,29,2/5 LB,$31.37,3.00 CS,0.00 CS,$0.00
CHEESE FETA CRUMBLE,EA,29,2/5 LB,$15.69,0.00 EA,0.00 EA,$0.00
CHEESE CREAM ORIG SPREAD CUP,CS,30,100/1OZ,$41.60,2.00 CS,2.25 CS,$93.60
CHEESE CREAM ORIG SPREAD CUP,EA,30,100/1OZ,$0.42,0.00 EA,0.00 EA,$0.00
CREAMER COFFEE HAZLENUT ND,CS,31,288/13 ML,$23.47,1.00 CS,0.00 CS,$0.00
CREAMER COFFEE HAZLENUT ND,EA,31,288/13 ML,$0.08,0.00 EA,0.00 EA,$0.00
CREAM SOUR PURE GRD A SQ PACKT,CS,32,100/1OZ,$13.61,1.00 CS,0.50 CS,$6.80
CREAM SOUR PURE GRD A SQ PACKT,EA,32,100/1OZ,$0.14,0.00 EA,0.00 EA,$0.00
CHEESE PARM GRATED PURE,CS,33,2/5 LB,$57.24,0.00 CS,0.00 CS,$0.00
CHEESE PARM GRATED PURE,EA,33,2/5 LB,$28.62,0.00 EA,0.00 EA,$0.00
EGG LIQ WHL CAGE FREE W/CITRIC,CS,34,2/20 LB,$113.22,6.00 CS,0.00 CS,$0.00
EGG LIQ WHL CAGE FREE W/CITRIC,EA,34,2/20 LB,$56.61,0.00 EA,0.00 EA,$0.00
CHEESE MOZZ/PROV FEA SHRED,CS,35,4/5 LB,$51.82,1.00 CS,0.75 CS,$38.87
CHEESE MOZZ/PROV FEA SHRED,EA,35,4/5 LB,$12.96,0.00 EA,0.00 EA,$0.00
CHEESE CHEDDAR MILD SLI,CS,36,8/1.25LB,$29.57,8.00 CS,4.00 CS,$118.28
CHEESE CHEDDAR MILD SLI,EA,36,8/1.25LB,$3.70,0.00 EA,0.00 EA,$0.00
CHEESE MOZZ FRSH CILIENGINI,CS,37,2/3 LB,$30.85,1.00 CS,0.00 CS,$0.00
CHEESE MOZZ FRSH CILIENGINI,EA,37,2/3 LB,$15.43,0.00 EA,10.00 EA,$154.30
CHEESE CHDR YEL MILD FEA SHRD,CS,38,4/5 LB,$52.87,0.00 CS,0.00 CS,$0.00
CHEESE CHDR YEL MILD FEA SHRD,EA,38,4/5 LB,$13.22,0.00 EA,0.00 EA,$0.00
CHEESE BLEND 5 FEA SHRD,CS,39,4/5 LB,$52.05,0.00 CS,0.00 CS,$0.00
CHEESE BLEND 5 FEA SHRD,EA,39,4/5 LB,$13.01,0.00 EA,0.00 EA,$0.00
CHEESE QUESO BRAVO DIP BAG WHT,CS,40,6/5LB,$93.52,6.00 CS,3.00 CS,$280.56
CHEESE QUESO BRAVO DIP BAG WHT,EA,40,6/5LB,$15.59,0.00 EA,0.00 EA,$0.00
FLAVOR CONC CHIPOTLE GF PPR,CS,41,6/14.4OZ,$55.46,5.00 CS,5.00 CS,$277.30
FLAVOR CONC CHIPOTLE GF PPR,EA,41,6/14.4OZ,$9.24,0.00 EA,0.00 EA,$0.00
BUTTER SOLID UNSLTD,CS,42,36/1LB,$92.35,1.00 CS,3.00 CS,$277.05
BUTTER SOLID UNSLTD,EA,42,36/1LB,$2.56,0.00 EA,0.00 EA,$0.00
CHEESE AMER/SWISS 160 SLI,CS,43,4/5 LB,$66.64,1.00 CS,1.00 CS,$66.64
CHEESE AMER/SWISS 160 SLI,EA,43,4/5 LB,$16.66,0.00 EA,0.00 EA,$0.00
CHEESE BLUE CRUMBLE,CS,44,4/5 LB,$77.66,4.00 CS,4.00 CS,$310.64
CHEESE BLUE CRUMBLE,EA,44,4/5 LB,$19.42,10.00 EA,10.00 EA,$194.15
CHEESE BRIE 60% RND,CS,45,6/8 OZ,$17.34,0.00 CS,0.00 CS,$0.00
CHEESE BRIE 60% RND,EA,45,6/8 OZ,$2.89,0.00 EA,0.00 EA,$0.00
CHEESE PEPPER JACK SLI .5 OZ,CS,46,8/1.25LB,$34.75,0.00 CS,0.00 CS,$0.00
CHEESE PEPPER JACK SLI .5 OZ,EA,46,8/1.25LB,$4.34,0.00 EA,0.00 EA,$0.00
CHEESE FETA CRUMBLE,CS,47,2/5 LB,$39.23,0.00 CS,3.00 CS,$117.69
CHEESE FETA CRUMBLE,EA,47,2/5 LB,$19.62,0.00 EA,0.00 EA,$0.00
CHEESE GOUDA SMK HOLLAND,CS,48,4/6#AVG,$6.79,61.64 CS,0.00 CS,$0.00
CHEESE QUESO FRESCO BARRA,CS,49,4/5 LB,$100.62,0.00 CS,0.00 CS,$0.00
CHEESE QUESO FRESCO BARRA,EA,49,4/5 LB,$25.16,10.00 EA,10.00 EA,$251.60
CREAM HEAVY WHIPPING 36% ESL,CS,50,12/32OZ,$56.04,0.00 CS,0.00 CS,$0.00
CREAM HEAVY WHIPPING 36% ESL,EA,50,12/32OZ,$4.67,0.00 EA,0.00 EA,$0.00
CREAM WHIPPED ARSL XTRA CREAMY,CS,51,12/15 OZ,$44.31,4.00 CS,4.00 CS,$177.24
CREAM WHIPPED ARSL XTRA CREAMY,EA,51,12/15 OZ,$3.69,0.00 EA,0.00 EA,$0.00
CREAMER COFFEE ORIGINAL ND,CS,52,384/9ML,$15.46,1.00 CS,3.00 CS,$46.38
CREAMER COFFEE ORIGINAL ND,EA,52,384/9ML,$0.04,0.00 EA,0.00 EA,$0.00
MILK ALMOND PURE ASEPTIC ORIG,CS,53,6/32 OZ,$14.85,5.00 CS,0.00 CS,$0.00
MILK ALMOND PURE ASEPTIC ORIG,EA,53,6/32 OZ,$2.48,0.00 EA,0.00 EA,$0.00
SAUCE TZATZIKI SOUR CREAM,CS,54,4/3.75LB,$37.21,2.00 CS,1.00 CS,$37.21
SAUCE TZATZIKI SOUR CREAM,EA,54,4/3.75LB,$9.30,0.00 EA,4.00 EA,$37.21
TOPPING WHPD ARSL,CS,55,12/14 OZ,$38.86,0.00 CS,0.00 CS,$0.00
TOPPING WHPD ARSL,EA,55,12/14 OZ,$3.24,0.00 EA,0.00 EA,$0.00
YOGURT PLAIN GREEK NONFAT,CS,56,6/32 OZ,$32.76,3.25 CS,2.00 CS,$65.52
YOGURT PLAIN GREEK NONFAT,EA,56,6/32 OZ,$5.46,0.00 EA,4.00 EA,$21.84
YOGURT STRAWBERRY GREEK,CS,57,12/4 OZ,$9.03,0.00 CS,0.00 CS,$0.00
YOGURT STRAWBERRY GREEK,EA,57,12/4 OZ,$0.75,0.00 EA,0.00 EA,$0.00
YOGURT VANILLA GREEK,CS,58,6/32 OZ,$32.76,0.00 CS,0.00 CS,$0.00
YOGURT VANILLA GREEK,EA,58,6/32 OZ,$5.46,0.00 EA,0.00 EA,$0.00
CHEESE PARM SHAVED S.AMER,CS,59,2/5LB,$50.34,0.00 CS,0.00 CS,$0.00
CHEESE PARM SHAVED S.AMER,EA,59,2/5LB,$25.17,0.00 EA,0.00 EA,$0.00
CHEESE MOZZ FTHR SHRD PART SKM,CS,60,4/5 LB,$65.67,0.00 CS,0.00 CS,$0.00
CHEESE MOZZ FTHR SHRD PART SKM,EA,60,4/5 LB,$16.42,0.00 EA,0.00 EA,$0.00
CHEESE MOZZ FRSH SLI THIN,CS,61,6/16 OZ,$29.55,0.00 CS,0.00 CS,$0.00
CHEESE MOZZ FRSH SLI THIN,EA,61,6/16 OZ,$4.92,0.00 EA,0.00 EA,$0.00
CHEESE CHEDDAR MILD FCY SHRD,CS,62,4/5 LB,$52.69,10.00 CS,5.00 CS,$263.45
CHEESE CHEDDAR MILD FCY SHRD,EA,62,4/5 LB,$13.17,0.00 EA,0.00 EA,$0.00
EGG WHITE CAGE FREE LIQ,CS,63,15/2 LB,$90.39,0.00 CS,0.00 CS,$0.00
EGG WHITE CAGE FREE LIQ,EA,63,15/2 LB,$6.03,0.00 EA,0.00 EA,$0.00
EGG WHL CG F LIQ W/CITRIC ACID,CS,64,15/2 LB,$84.92,0.00 CS,9.00 CS,$764.28
EGG WHL CG F LIQ W/CITRIC ACID,EA,64,15/2 LB,$5.66,0.00 EA,0.00 EA,$0.00
CHICKEN SHREDDED TINGA CAFE H,CS,1,4/5 LB,$88.74,2.00 CS,2.00 CS,$177.48
CHICKEN SHREDDED TINGA CAFE H,EA,1,4/5 LB,$22.19,0.00 EA,0.00 EA,$0.00
PROSCIUTTO ITALIANO SLICED,CS,2,10 / 4 OZ,$61.77,8.00 CS,0.00 CS,$0.00
PROSCIUTTO ITALIANO SLICED,EA,2,10 / 4 OZ,$6.18,0.00 EA,0.00 EA,$0.00
COPPA SLICED ITALIANA,CS,3,10 / 4 OZ,$60.51,4.00 CS,0.00 CS,$0.00
COPPA SLICED ITALIANA,EA,3,10 / 4 OZ,$6.05,0.00 EA,0.00 EA,$0.00
SALAMI SLICED CALABRESE,CS,4,12 / 16 OZ,$119.72,2.00 CS,0.00 CS,$0.00
SALAMI SLICED CALABRESE,EA,4,12 / 16 OZ,$9.98,0.00 EA,0.00 EA,$0.00
HAM SLICED SMK CHERRY NAT FRSH,CS,5,6/2LB,$78.80,0.00 CS,1.00 CS,$78.80
HAM SLICED SMK CHERRY NAT FRSH,EA,5,6/2LB,$13.13,0.00 EA,0.00 EA,$0.00
CHICKEN CVP THIGH BNLS SKLS,CS,6,4/10 LB,$94.27,0.00 CS,0.00 CS,$0.00
CHICKEN CVP THIGH BNLS SKLS,EA,6,4/10 LB,$23.57,0.00 EA,0.00 EA,$0.00
CHICKEN LEG QUARTER IQF MARN,CS,7,48/10.8OZ,$55.04,0.00 CS,0.00 CS,$0.00
CHICKEN LEG QUARTER IQF MARN,EA,7,48/10.8OZ,$1.15,0.00 EA,0.00 EA,$0.00
BACON TOPPING DICED,CS,8,2/5 LB,$69.87,0.00 CS,0.00 CS,$0.00
BACON TOPPING DICED,EA,8,2/5 LB,$34.94,0.00 EA,0.00 EA,$0.00
SAUSAGE CHICKEN LNK BKFST TIME,CS,9,7/1.43LB,$55.02,1.00 CS,1.00 CS,$55.02
SAUSAGE CHICKEN LNK BKFST TIME,EA,9,7/1.43LB,$7.86,0.00 EA,0.00 EA,$0.00
BACON LAYOUT HCK SMK 18/22 GHP,CS,10,1/15 LB,$76.61,0.00 CS,0.00 CS,$0.00
BACON LAYOUT HCK SMK 18/22 GHP,EA,10,1/15 LB,$76.61,0.00 EA,0.00 EA,$0.00
PAD SCOUR COMM GEN PURP 6X9,CS,1,3/20CT,$33.27,1.00 CS,1.00 CS,$33.27
PAD SCOUR COMM GEN PURP 6X9,EA,1,3/20CT,$11.09,2.00 EA,2.00 EA,$22.18
DETERGENT DISHWASH HND SUMA LT,CS,2,4/3.78LT,$89.49,0.00 CS,0.00 CS,$0.00
DETERGENT DISHWASH HND SUMA LT,EA,2,4/3.78LT,$22.37,4.00 EA,4.00 EA,$89.48
DETERGENT POT & PAN SUMA PNCLN,CS,3,2/84.5OZ,$45.51,0.00 CS,0.00 CS,$0.00
DETERGENT POT & PAN SUMA PNCLN,EA,3,2/84.5OZ,$22.76,5.00 EA,3.00 EA,$68.28
PAD POT N PAN HNDLR XHV 3.5X5,CS,4,4/10 CT,$25.42,0.00 CS,0.00 CS,$0.00
PAD POT N PAN HNDLR XHV 3.5X5,EA,4,4/10 CT,$6.36,0.00 EA,0.00 EA,$0.00
CLEANER FLOOR PROMINENCE HD,CS,5,2/2.5 LT,$136.25,0.00 CS,0.00 CS,$0.00
CLEANER FLOOR PROMINENCE HD,EA,5,2/2.5 LT,$68.13,9.00 EA,7.00 EA,$476.91
CLEANER HVY DTY BREAK-UP SC,CS,6,2/2.5LT,$91.27,0.00 CS,0.00 CS,$0.00
CLEANER HVY DTY BREAK-UP SC,EA,6,2/2.5LT,$45.64,1.00 EA,6.00 EA,$273.84
CLEANER GREASE SUMA DRAIN,CS,7,4/1 GAL,$109.78,0.00 CS,0.00 CS,$0.00
CLEANER GREASE SUMA DRAIN,EA,7,4/1 GAL,$27.45,10.00 EA,11.00 EA,$301.95
SANITIZER LIQ J-512 J-FILL,CS,8,2/84.5OZ,$59.42,2.00 CS,0.00 CS,$0.00
SANITIZER LIQ J-512 J-FILL,EA,8,2/84.5OZ,$29.71,8.00 EA,10.00 EA,$297.10
RINSE AID SUMA SELECT,CS,9,4/1 GAL,$325.21,0.00 CS,0.00 CS,$0.00
RINSE AID SUMA SELECT,EA,9,4/1 GAL,$81.30,14.00 EA,13.00 EA,"$1,056.90"
SANITIZER CHLORINE LIQU-A-KLOR,CS,10,4/1 GAL,$41.83,0.00 CS,0.00 CS,$0.00
SANITIZER CHLORINE LIQU-A-KLOR,EA,10,4/1 GAL,$10.46,5.00 EA,1.00 EA,$10.46
CLEANER DESCALER SUMA CAL-X,CS,11,4/3.78LT,$95.22,0.00 CS,0.00 CS,$0.00
CLEANER DESCALER SUMA CAL-X,EA,11,4/3.78LT,$23.81,11.00 EA,7.00 EA,$166.67
DETERGENT MACH SUMA DIVERPAKP6,CS,12,4/9 LB,$204.21,5.00 CS,1.00 CS,$204.21
DETERGENT MACH SUMA DIVERPAKP6,EA,12,4/9 LB,$51.05,1.00 EA,14.00 EA,$714.70
LINER REPRO 40X46 1.5 ML BLK,CS,13,100/40-45G,$43.87,4.00 CS,6.00 CS,$263.22
LINER REPRO 40X46 1.5 ML BLK,EA,13,100/40-45G,$0.44,0.00 EA,0.00 EA,$0.00
CLEANER OVEN & GRL SUMA D9,CS,14,4/1 GAL,$117.69,0.00 CS,0.00 CS,$0.00
CLEANER OVEN & GRL SUMA D9,EA,14,4/1 GAL,$29.42,0.00 EA,0.00 EA,$0.00
WIPER TOWEL REFIL C360 SNTZ SY,CS,15,3/135 CT,$24.48,0.00 CS,0.00 CS,$0.00
WIPER TOWEL REFIL C360 SNTZ SY,EA,15,3/135 CT,$8.16,0.00 EA,0.00 EA,$0.00
BUCKET PLAS COMP360 SNTZ SYSTM,CS,16,1/3 CT,$10.07,0.00 CS,0.00 CS,$0.00
BUCKET PLAS COMP360 SNTZ SYSTM,EA,16,1/3 CT,$10.07,0.00 EA,0.00 EA,$0.00
WASH ANTIMICROBIAL FRT/VEG 4.5,CS,17,2/84.5OZ,$112.18,0.00 CS,0.00 CS,$0.00
WASH ANTIMICROBIAL FRT/VEG 4.5,EA,17,2/84.5OZ,$56.09,2.00 EA,2.00 EA,$112.18
CLEANER FREEZER SUMA,CS,18,4/1 GAL,$149.50,0.00 CS,0.00 CS,$0.00
CLEANER FREEZER SUMA,EA,18,4/1 GAL,$37.38,10.00 EA,10.00 EA,$373.80
SOAP HAND FOAM SOFTCARE DEFEND,CS,19,6/1.2 LT,$104.45,0.00 CS,0.00 CS,$0.00
SOAP HAND FOAM SOFTCARE DEFEND,EA,19,6/1.2 LT,$17.41,37.00 EA,37.00 EA,$644.17
APRON POLY EMBSD WHT 28X46 ECO,EA,20,1/100CT,$15.45,2.00 EA,1.00 EA,$15.45
APRON POLY EMBSD WHT 28X46 ECO,EA,20,1/100CT,$15.45,0.00 EA,0.00 EA,$0.00
PAD GRIDDLE HVY DUTY,CS,21,4/10 CT,$53.08,10.00 CS,9.75 CS,$517.53
PAD GRIDDLE HVY DUTY,EA,21,4/10 CT,$13.27,2.00 EA,0.00 EA,$0.00
PAD GRIDDLE H/D QUICK CLEAN,CS,22,15/EA,$14.41,1.00 CS,1.00 CS,$14.41
PAD GRIDDLE H/D QUICK CLEAN,EA,22,15/EA,$0.96,0.00 EA,0.00 EA,$0.00
POLISH STNLS,CS,23,6/946 ML,$113.68,2.00 CS,1.00 CS,$113.68
POLISH STNLS,EA,23,6/946 ML,$18.95,0.00 EA,2.00 EA,$37.90
CLEANER OVEN GRILL HIGH TEMP,CS,24,12/32 OZ,$200.38,0.00 CS,0.00 CS,$0.00
CLEANER OVEN GRILL HIGH TEMP,EA,24,12/32 OZ,$16.70,0.00 EA,0.00 EA,$0.00
DETERGENT LIQ NOVA L6,CS,25,4/1 GAL,$240.29,0.00 CS,0.00 CS,$0.00
DETERGENT LIQ NOVA L6,EA,25,4/1 GAL,$60.07,2.00 EA,2.00 EA,$120.14
PRESOAK LIQ SUMA GLOSS K8,CS,26,4/3.78LT,$176.19,0.00 CS,0.00 CS,$0.00
PRESOAK LIQ SUMA GLOSS K8,EA,26,4/3.78LT,$44.05,6.00 EA,2.00 EA,$88.10
PRESOAK LIQ SUMA SHINE K-2,CS,27,100/1 OZ,$74.45,4.00 CS,4.00 CS,$297.80
PRESOAK LIQ SUMA SHINE K-2,EA,27,100/1 OZ,$0.74,0.00 EA,0.00 EA,$0.00
SANITIZER QUAT J-512,CS,28,4/1 GAL,$97.21,1.00 CS,0.00 CS,$0.00
SANITIZER QUAT J-512,EA,28,4/1 GAL,$24.30,8.00 EA,12.00 EA,$291.60
CLEANER OVEN LIQ FOAMFREE SUMA,CS,29,12/32 OZ,$84.71,0.00 CS,0.00 CS,$0.00
CLEANER OVEN LIQ FOAMFREE SUMA,EA,29,12/32 OZ,$7.06,27.00 EA,14.00 EA,$98.83
CLEANER GRL QUICKCLEAN PCKT,CS,30,40/3.2 OZ,$41.22,0.00 CS,0.00 CS,$0.00
